id	clade	short-clade	subclade
A_South_Africa_R06831_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06760_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05564_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06759_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R05560_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06754_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05559_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06748_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05558_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06747_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05557_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R05556_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05554_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05547_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05546_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05544_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05541_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05522_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056874_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056873_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056872_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056869_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056867_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056866_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_K056865_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Lusaka_04_NIC_464_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Lusaka_04_NIC_450_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_SouthAfrica_PET27763_2023	3C.2a1b.2a.2b	2b	G.2
A_SouthAfrica_PET27107_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R06587_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06586_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06585_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06584_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06582_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06579_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06349_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06564_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06347_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06551_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06346_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06535_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06345_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06534_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06342_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06533_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06340_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06532_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06332_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06531_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06327_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06523_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06325_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06513_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06323_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06506_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R06319_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06499_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06304_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06484_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06300_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06483_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06291_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06481_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06281_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06480_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06279_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06478_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06111_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06278_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06477_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06110_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06277_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06476_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06109_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06276_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06474_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06108_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06275_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06467_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06107_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06270_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06466_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06106_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06269_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06465_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06105_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06267_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R06104_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06464_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06264_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06103_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06259_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06461_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06097_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06256_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06371_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06060_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06252_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06370_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R06059_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06250_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06369_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06055_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06248_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06053_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06360_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06046_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06241_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06359_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06045_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06353_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06036_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06229_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06352_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05920_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06035_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06228_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06350_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R05919_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06034_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06206_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05916_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06033_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06195_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05915_2023	3C.2a1b.2a.2a	2a	G.1
A_South_Africa_R06028_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R06185_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05906_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06027_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06174_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R05900_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06026_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06173_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05890_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06024_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06172_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05887_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06022_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06168_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05886_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06020_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06165_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05884_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06016_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06157_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05883_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R06014_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06155_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05877_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06137_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06009_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05876_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06122_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06008_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05854_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06121_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06007_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05850_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06118_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06003_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05848_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R06113_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R06001_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05847_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05825_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05999_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05819_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05991_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05808_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R05983_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05794_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05786_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05978_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05785_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R05973_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05972_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05779_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R05971_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05771_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05970_2023	3C.2a1b.2a.2b	2b	G.2
A_South_Africa_R05760_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05757_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05952_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05755_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05950_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05736_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05949_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05735_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05948_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05722_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05945_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05704_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R05943_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05515_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05933_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05510_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05509_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05507_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05494_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05493_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05485_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05484_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05481_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05479_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R05474_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05467_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05466_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05309_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05223_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R05043_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Lusaka_04_NIC_402_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_KNH12884_Human_2025	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Ghana_FS_24_7922_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_7888_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_FS_24_7838_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_ARI_24_1973_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_South_Africa_R08893_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2.2
A_South_Africa_R08791_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_South_Africa_R08619_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_South_Africa_R05672_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_South_Africa_R04903_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Zambia_0184_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Zambia_0164_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Zambia_0141_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Zambia_0225_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Zambia_0131_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Zambia_0238_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_ARI_24_1850_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_ARI_24_1819_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_1036_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_1812_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Ghana_1740_2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_South_Africa_R01967_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2.1
A_Kenya_117_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_118_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Kenya_123_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_122_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Kenya_119_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_120_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_130_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_128_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_131_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Kenya_132_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Zambia_11_NIC_177_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_11_NIC_072_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Zambia_10_NIC_049_2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1
A_Ghana_1922_2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Mauritius_P50059_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Mauritius_P50061_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Ghana_7400_2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Ghana_8111_2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Mauritius_P52643_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2
A_Ghana_7529_2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Ghana_2186_2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Ghana_7625_2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1
A_Mauritius_P53142_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Zambia_09_NIC_508_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Zambia_09_NIC_494_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023180172301_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023179847501_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023179820201_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023181176301_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023181172201_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023181164601_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023181163201_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023181156801_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023181154201_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023181141801_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023181139501_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023181135301_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023181131001_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023181128501_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023181126301_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023181117601_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023181113301_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023181104001_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023181091101_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023180202101_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023180198201_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023180193901_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023180187901_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023180183901_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023180177301_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023180157101_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023180152101_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023180147401_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023180144601_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023180116701_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023180109001_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023179854501_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023179844101_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023179834501_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023179817301_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023179811301_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023179805201_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023179785301_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023178953901_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023178946201_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023178938101_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023178921201_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023178917201_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_Kenya_GIHSN_HCL023178890901_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023178875201_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_Kenya_GIHSN_HCL023178857201_2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2
A_South_Africa_R07564_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
A_South_Africa_R07498_2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J
